{182, 227, 9},
{371, 389, 9},
{6, 406, 17},
{205, 210, 18},
{20, 238, 18},
{142, 227, 19},
{191, 264, 22},
{25, 139, 25},
{85, 88, 28},
{119, 422, 28},
{36, 223, 33},
{75, 187, 37},
{61, 93, 37},
{383, 428, 47},
{42, 52, 52},
{43, 62, 62},
{44, 62, 62},
{52, 158, 64},
{8, 159, 64},
{46, 78, 70},
{131, 157, 74},
{19, 147, 77},
{34, 35, 77},
{27, 74, 77},
{299, 401, 78},
{119, 142, 85},
{62, 78, 85},
{41, 295, 85},
{195, 230, 86},
{89, 176, 90},
{3, 147, 100},
{37, 54, 100},
{26, 58, 115},
{33, 158, 128},
{32, 194, 128},
{140, 217, 152},
{42, 121, 152},
{32, 42, 152},
{26, 42, 152},
{43, 49, 152},
{43, 68, 154},
{25, 122, 155},
{108, 492, 156},
{12, 62, 163},
{6, 124, 170},
{243, 253, 170},
{253, 287, 170},
{124, 253, 170},
{140, 241, 171},
{40, 289, 176},
{86, 176, 180},
{22, 253, 180},
{71, 380, 190},
{95, 140, 190},
{30, 53, 205},
{30, 70, 205},
{1, 52, 228},
{393, 487, 231},
{6, 346, 238},
{221, 247, 256},
{34, 242, 260},
{43, 242, 260},
{88, 142, 275},
{21, 25, 277},
{12, 305, 280},
{30, 340, 288},
{329, 348, 288},
{44, 132, 289},
{18, 165, 309},
{85, 253, 340},
{166, 253, 350},
{207, 253, 350},
{171, 253, 350},
{105, 253, 350},
{191, 253, 350},
{153, 253, 350},
{198, 253, 350},
{65, 253, 350},
{51, 253, 350},
{158, 253, 360},
{35, 253, 360},
{224, 253, 360},
{71, 178, 361},
{15, 164, 370},
{13, 481, 380},
{350, 492, 416},
{430, 463, 416},
{178, 217, 425},
{87, 100, 450},
{80, 210, 462},
{48, 338, 500},
{29, 30, 503},
{37, 86, 525},
{13, 226, 540},
{13, 343, 540},
{48, 253, 540},
{226, 253, 540},
{5, 82, 564},
{334, 392, 600},
{286, 484, 624},
{72, 220, 629},
{121, 237, 696},
{159, 253, 720},
{113, 253, 720},
{72, 253, 720},
{144, 253, 720},
{74, 253, 720},
{76, 103, 725},
{80, 187, 740},
{7, 124, 750},
{195, 340, 779},
{61, 95, 788},
{189, 382, 808},
{245, 253, 810},
{126, 273, 817},
{164, 273, 817},
{18, 78, 848},
{404, 486, 855},
{253, 279, 870},
{253, 283, 870},
{107, 253, 900},
{6, 94, 900},
{253, 257, 900},
{104, 253, 900},
{27, 60, 928},
{16, 217, 931},
{267, 287, 935},
{18, 155, 936},
{137, 422, 945},
{372, 422, 945},
{313, 422, 952},
{320, 358, 952},
{12, 69, 1008},
{354, 402, 1044},
{37, 103, 1050},
{37, 127, 1054},
{123, 253, 1080},
{2, 123, 1080},
{0, 174, 1080},
{93, 190, 1091},
{110, 187, 1110},
{3, 220, 1122},
{156, 195, 1124},
{21, 241, 1140},
{7, 96, 1200},
{26, 38, 1225},
{3, 181, 1232},
{21, 68, 1233},
{21, 216, 1254},
{63, 253, 1260},
{244, 253, 1260},
{402, 492, 1305},
{108, 488, 1350},
{108, 487, 1350},
{40, 68, 1392},
{36, 60, 1400},
{18, 106, 1400},
{108, 329, 1404},
{449, 490, 1408},
{36, 275, 1419},
{275, 424, 1419},
{61, 75, 1424},
{10, 253, 1440},
{482, 483, 1476},
{7, 57, 1488},
{394, 496, 1504},
{172, 173, 1507},
{9, 418, 1529},
{269, 328, 1548},
{312, 415, 1548},
{329, 415, 1548},
{82, 196, 1554},
{348, 435, 1565},
{353, 436, 1565},
{369, 498, 1596},
{10, 174, 1612},
{12, 167, 1615},
{5, 50, 1638},
{192, 488, 1642},
{27, 421, 1643},
{32, 116, 1653},
{331, 451, 1691},
{93, 285, 1794},
{329, 401, 1822},
{321, 416, 1833},
{267, 270, 1853},
{169, 312, 1871},
{169, 449, 1878},
{121, 376, 1888},
{415, 491, 1951},
{16, 172, 2000},
{16, 233, 2015},
{145, 194, 2032},
{54, 234, 2035},
{14, 16, 2116},
{32, 163, 2147},
{383, 423, 2185},
{329, 446, 2188},
{312, 450, 2218},
{165, 340, 2375},
{32, 408, 2479},
{32, 339, 2479},
{171, 320, 2567},
{21, 90, 2581},
{393, 394, 2660},
{400, 436, 2750},
{15, 181, 2816},
{5, 109, 2850},
{27, 379, 2850},
{17, 181, 2880},
{169, 448, 2922},
{184, 436, 2946},
{486, 487, 2992},
{184, 329, 2997},
{169, 434, 3051},
{436, 443, 3079},
{376, 403, 3106},
{361, 443, 3130},
{321, 445, 3154},
{5, 445, 3154},
{169, 440, 3161},
{441, 442, 3161},
{21, 100, 3256},
{50, 71, 3315},
{53, 211, 3315},
{5, 186, 3512},
{44, 127, 3604},
{260, 298, 3615},
{115, 152, 3650},
{321, 429, 3686},
{212, 269, 3709},
{55, 449, 3756},
{184, 417, 3991},
{101, 196, 3996},
{24, 38, 4300},
{25, 84, 4352},
{256, 370, 4513},
{16, 213, 4520},
{395, 450, 4722},
{396, 482, 4734},
{41, 136, 4816},
{396, 455, 4880},
{414, 482, 4909},
{190, 433, 4913},
{17, 179, 5200},
{17, 135, 5200},
{15, 131, 5236},
{335, 381, 5244},
{344, 478, 5301},
{16, 102, 5309},
{169, 453, 5355},
{10, 73, 5400},
{114, 317, 5472},
{323, 346, 5491},
{82, 204, 5550},
{380, 413, 5567},
{20, 281, 5712},
{87, 136, 5719},
{74, 170, 5720},
{3, 447, 5760},
{74, 437, 5800},
{9, 219, 5800},
{339, 363, 5871},
{229, 482, 6142},
{10, 128, 6142},
{5, 377, 6244},
{259, 475, 6363},
{4, 121, 6425},
{434, 471, 6443},
{192, 455, 6496},
{67, 106, 6525},
{391, 463, 6568},
{198, 391, 6568},
{20, 421, 6697},
{11, 398, 6764},
{106, 189, 6816},
{420, 459, 6821},
{36, 56, 6860},
{2, 439, 7086},
{48, 212, 7392},
{444, 455, 7405},
{303, 308, 7416},
{5, 464, 7448},
{440, 441, 7460},
{192, 497, 7598},
{8, 125, 7650},
{349, 495, 7700},
{484, 495, 7700},
{9, 231, 7760},
{326, 386, 8148},
{291, 481, 8152},
{291, 479, 8760},
{68, 81, 8768},
{4, 160, 8950},
{165, 390, 8996},
{37, 111, 9028},
{60, 143, 9162},
{389, 456, 9177},
{20, 398, 9300},
{32, 454, 9414},
{339, 359, 9414},
{121, 473, 9416},
{384, 456, 9547},
{291, 308, 9776},
{54, 98, 10013},
{39, 96, 10013},
{327, 336, 10098},
{51, 293, 10535},
{9, 90, 10544},
{40, 77, 10545},
{5, 438, 10649},
{12, 367, 10890},
{329, 432, 11036},
{155, 199, 11084},
{325, 334, 11217},
{152, 155, 11220},
{114, 475, 11223},
{99, 419, 11267},
{1, 427, 11305},
{372, 426, 11343},
{6, 425, 11362},
{14, 228, 11492},
{5, 459, 11723},
{66, 81, 11840},
{121, 431, 11976},
{118, 433, 12070},
{335, 407, 12103},
{13, 97, 12175},
{378, 419, 12179},
{411, 478, 12226},
{409, 410, 12311},
{169, 410, 12311},
{207, 405, 12410},
{20, 150, 12578},
{21, 280, 12635},
{19, 407, 12635},
{4, 397, 12711},
{2, 250, 13039},
{48, 498, 13205},
{241, 366, 13383},
{388, 391, 13479},
{92, 189, 13561},
{14, 322, 13832},
{48, 499, 13926},
{148, 326, 14259},
{20, 327, 14335},
{345, 445, 14525},
{112, 447, 14550},
{9, 263, 14687},
{16, 55, 15372},
{64, 73, 15448},
{48, 494, 15637},
{2, 489, 15639},
{2, 360, 15741},
{360, 493, 15741},
{33, 209, 15856},
{347, 361, 15940},
{2, 387, 15966},
{55, 385, 16187},
{36, 193, 16329},
{37, 99, 16331},
{23, 102, 16439},
{348, 352, 16664},
{40, 146, 16872},
{5, 485, 17090},
{262, 346, 17289},
{11, 480, 17480},
{20, 344, 17537},
{148, 451, 17544},
{5, 477, 17565},
{5, 476, 17575},
{232, 247, 17611},
{5, 474, 17632},
{5, 389, 17641},
{9, 472, 17719},
{9, 470, 17755},
{5, 469, 17765},
{9, 468, 17793},
{148, 467, 17800},
{48, 466, 17803},
{48, 375, 17841},
{341, 465, 18012},
{6, 341, 18012},
{28, 64, 18125},
{20, 462, 18401},
{32, 461, 18506},
{36, 301, 18524},
{20, 460, 18525},
{9, 318, 18553},
{9, 458, 18563},
{9, 300, 18582},
{9, 457, 18629},
{14, 452, 19152},
{108, 355, 19261},
{47, 49, 19456},
{11, 239, 19665},
{13, 203, 20286},
{20, 423, 20729},
{7, 31, 22480},
{39, 129, 22629},
{32, 91, 22629},
{36, 412, 24330},
{33, 314, 24642},
{9, 399, 25403},
{20, 392, 25937},
{114, 370, 25954},
{31, 59, 26536},
{8, 356, 27478},
{37, 83, 28661},
{4, 258, 29045},
{12, 214, 29190},
{32, 332, 29478},
{22, 374, 29895},
{20, 373, 30248},
{6, 117, 30644},
{3, 368, 30750},
{20, 365, 30875},
{7, 297, 30906},
{297, 364, 30906},
{114, 362, 31394},
{4, 185, 31806},
{19, 357, 32392},
{2, 208, 32640},
{12, 197, 32670},
{271, 293, 32674},
{180, 275, 32760},
{3, 351, 33510},
{0, 151, 34400},
{223, 278, 35109},
{284, 342, 35819},
{6, 284, 35819},
{6, 274, 35853},
{0, 120, 36375},
{0, 177, 36500},
{11, 206, 37333},
{10, 337, 37360},
{2, 161, 38050},
{1, 138, 38602},
{12, 333, 40020},
{20, 141, 40455},
{55, 330, 40746},
{36, 149, 41035},
{148, 266, 41629},
{259, 266, 41629},
{57, 246, 41670},
{249, 265, 41953},
{114, 265, 41953},
{30, 133, 42705},
{10, 201, 43386},
{12, 324, 43530},
{3, 251, 43560},
{222, 248, 43666},
{4, 175, 43750},
{9, 319, 44776},
{4, 200, 46213},
{13, 222, 47316},
{2, 316, 47719},
{5, 315, 49266},
{11, 202, 49611},
{148, 203, 50301},
{13, 311, 51837},
{3, 310, 51885},
{13, 309, 51985},
{11, 130, 52100},
{0, 225, 52110},
{55, 286, 52367},
{33, 307, 53280},
{33, 306, 53520},
{10, 240, 53753},
{0, 45, 53900},
{14, 304, 54945},
{0, 302, 55500},
{0, 298, 57945},
{22, 168, 60600},
{55, 232, 61498},
{3, 296, 61830},
{4, 294, 62285},
{11, 292, 64173},
{31, 290, 66415},
{13, 288, 68820},
{0, 282, 72020},
{1, 134, 72140},
{10, 218, 72785},
{10, 277, 77885},
{58, 79, 78474},
{2, 276, 78863},
{7, 188, 79924},
{2, 272, 81277},
{10, 268, 82224},
{55, 261, 86205},
{2, 255, 94129},
{0, 154, 96715},
{2, 254, 96781},
{10, 252, 99299},
{2, 162, 101161},
{0, 183, 112068},
{11, 236, 115277},
{0, 235, 117606},
{55, 215, 158238}
