{1, 0, 9536},
{2, 0, 577},
{3, 0, 9215},
{4, 1, 8574},
{5, 0, 6872},
{6, 5, 5713},
{7, 5, 4273},
{8, 2, 6761},
{9, 0, 6412},
{10, 1, 5066},
{11, 3, 1306},
{12, 11, 7751},
{13, 6, 3499},
{14, 9, 4341},
{15, 5, 7080},
{16, 1, 1901},
{17, 11, 6272},
{18, 8, 636},
{19, 2, 23},
{20, 2, 6266},
{21, 10, 3872},
{22, 10, 2351},
{23, 1, 4709},
{24, 0, 705},
{25, 24, 1370},
{26, 5, 5317},
{27, 20, 4367},
{28, 5, 7345},
{29, 5, 5844},
{30, 12, 222},
{31, 11, 6144},
{32, 13, 5061},
{33, 27, 3506},
{34, 9, 7218},
{35, 1, 269},
{36, 5, 1595},
{37, 32, 3482},
{38, 19, 8835},
{39, 28, 6268},
{40, 21, 7140},
{41, 38, 5518},
{42, 7, 7631},
{43, 4, 7528},
{44, 0, 9064},
{45, 41, 5240},
{46, 11, 4822},
{47, 34, 6027},
{48, 8, 7082},
{49, 43, 6756},
{50, 15, 8259},
{51, 22, 4424},
{52, 30, 9710},
{53, 41, 6819},
{54, 26, 7449},
{55, 15, 4300},
{56, 37, 324},
{57, 25, 8128},
{58, 14, 9943},
{59, 37, 3569},
{60, 20, 2232},
{61, 49, 6585},
{62, 6, 3700},
{63, 30, 6827},
{64, 53, 6929},
{65, 26, 7440},
{66, 59, 6789},
{67, 62, 7048},
{68, 2, 9347},
{69, 41, 5201},
{70, 34, 2712},
{71, 36, 5507},
{72, 70, 7727},
{73, 55, 9748},
{74, 37, 7005},
{75, 11, 4931},
{76, 15, 3899},
{77, 10, 3799},
{78, 33, 463},
{79, 60, 2113},
{80, 25, 1969},
{81, 45, 6513},
{82, 55, 7501},
{83, 76, 9291},
{84, 18, 3394},
{85, 41, 5764},
{86, 84, 6900},
{87, 21, 9391},
{88, 87, 5032},
{89, 5, 2989},
{90, 74, 6426},
{91, 26, 6628},
{92, 14, 6377},
{93, 8, 1939},
{94, 41, 3258},
{95, 9, 3928},
{96, 6, 5411},
{97, 37, 5428},
{98, 2, 8786},
{99, 61, 3434},
{100, 88, 1063},
{101, 49, 2630},
{102, 44, 694},
{103, 88, 9622},
{104, 26, 6431},
{105, 32, 5455},
{106, 18, 7053},
{107, 101, 3819},
{108, 26, 7395},
{109, 71, 3156},
{110, 89, 6679},
{111, 9, 3318},
{112, 21, 6550},
{113, 58, 7261},
{114, 33, 2545},
{115, 33, 4210},
{116, 55, 9798},
{117, 27, 1979},
{118, 53, 7375},
{119, 91, 2934},
{120, 25, 8083},
{121, 89, 9226},
{122, 79, 8697},
{123, 114, 2706},
{124, 51, 2595},
{125, 9, 9596},
{126, 55, 5060},
{127, 42, 4911},
{128, 43, 9165},
{129, 49, 9590},
{130, 53, 4167},
{131, 62, 1202},
{132, 111, 8003},
{133, 97, 7718},
{134, 69, 8067},
{135, 17, 8247},
{136, 122, 5851},
{137, 63, 3093},
{138, 12, 6209},
{139, 92, 1025},
{140, 53, 813},
{141, 137, 4763},
{142, 41, 4541},
{143, 52, 2724},
{144, 24, 2813},
{145, 19, 8738},
{146, 143, 4233},
{147, 23, 8653},
{148, 12, 7265},
{149, 92, 644},
{150, 145, 1477},
{151, 30, 2490},
{152, 86, 3279},
{153, 48, 9567},
{154, 104, 3756},
{155, 132, 4313},
{156, 126, 3474},
{157, 38, 6258},
{158, 93, 522},
{159, 116, 4789},
{160, 126, 46},
{161, 112, 3259},
{162, 129, 2931},
{163, 154, 8541},
{164, 85, 5995},
{165, 122, 2437},
{166, 73, 4790},
{167, 28, 4278},
{168, 82, 4118},
{169, 76, 8711},
{170, 34, 2488},
{171, 132, 2513},
{172, 170, 9696},
{173, 53, 389},
{174, 32, 7969},
{175, 148, 3494},
{176, 134, 4698},
{177, 148, 4902},
{178, 152, 8280},
{179, 98, 5610},
{180, 84, 5500},
{181, 143, 4779},
{182, 77, 3874},
{183, 132, 2357},
{184, 31, 6016},
{185, 54, 2805},
{186, 60, 5948},
{187, 92, 9582},
{188, 43, 8033},
{189, 62, 6952},
{190, 25, 5189},
{191, 75, 9133},
{192, 172, 1291},
{193, 101, 5897},
{194, 188, 5577},
{195, 9, 255},
{196, 8, 8342},
{197, 188, 9037},
{198, 20, 8648},
{199, 125, 383},
{200, 56, 4256},
{201, 187, 1017},
{202, 194, 3210},
{203, 17, 7583},
{204, 29, 4312},
{205, 198, 2796},
{206, 201, 8158},
{207, 17, 3954},
{208, 34, 6303},
{209, 180, 6147},
{210, 83, 8801},
{211, 33, 6358},
{212, 172, 5842},
{213, 36, 8766},
{214, 41, 8236},
{215, 125, 7629},
{216, 111, 9990},
{217, 127, 32},
{218, 174, 7090},
{219, 94, 956},
{220, 70, 7570},
{221, 0, 1857},
{222, 156, 6038},
{223, 111, 4610},
{224, 206, 7179},
{225, 6, 7956},
{226, 135, 1101},
{227, 155, 8917},
{228, 143, 6716},
{229, 131, 450},
{230, 34, 2656},
{231, 147, 9407},
{232, 146, 6834},
{233, 109, 8726},
{234, 40, 9434},
{235, 88, 4374},
{236, 43, 8583},
{237, 32, 2098},
{238, 44, 4766},
{239, 180, 2920},
{240, 62, 9546},
{241, 54, 9630},
{242, 210, 1778},
{243, 228, 3917},
{244, 222, 2912},
{245, 96, 7068},
{246, 109, 5221},
{247, 134, 6101},
{248, 83, 2251},
{249, 136, 8459},
{250, 202, 6140},
{251, 102, 7663},
{252, 210, 2506},
{253, 194, 146},
{254, 223, 2187},
{255, 197, 9212},
{256, 231, 1683},
{257, 126, 2684},
{258, 40, 4857},
{259, 135, 5796},
{260, 192, 2998},
{261, 212, 7421},
{262, 91, 8747},
{263, 118, 2252},
{264, 174, 8601},
{265, 126, 3117},
{266, 229, 112},
{267, 47, 7683},
{268, 260, 7991},
{269, 85, 4329},
{270, 62, 9634},
{271, 59, 8098},
{272, 53, 7506},
{273, 165, 698},
{274, 59, 4738},
{275, 230, 4155},
{276, 54, 9705},
{277, 78, 217},
{278, 37, 1462},
{279, 235, 2680},
{280, 183, 8775},
{281, 203, 5606},
{282, 264, 4452},
{283, 181, 7820},
{284, 78, 3343},
{285, 262, 9423},
{286, 233, 7826},
{287, 146, 2571},
{288, 188, 9074},
{289, 112, 5041},
{290, 96, 1353},
{291, 165, 9537},
{292, 226, 1752},
{293, 24, 76},
{294, 43, 580},
{295, 21, 3857},
{296, 190, 4398},
{297, 244, 7393},
{298, 293, 5945},
{299, 37, 5029},
{300, 259, 9484},
{301, 118, 6141},
{302, 282, 8856},
{303, 39, 66},
{304, 217, 9187},
{305, 267, 1108},
{306, 200, 9919},
{307, 52, 6526},
{308, 86, 2869},
{309, 124, 9957},
{310, 152, 8700},
{311, 209, 7991},
{312, 158, 3367},
{313, 149, 7988},
{314, 261, 324},
{315, 19, 5452},
{316, 21, 2157},
{317, 149, 1998},
{318, 60, 5794},
{319, 210, 4451},
{320, 165, 6351},
{321, 173, 9997},
{322, 136, 8984},
{323, 252, 8413},
{324, 295, 2001},
{325, 215, 5736},
{326, 26, 1927},
{327, 71, 9968},
{328, 207, 9786},
{329, 190, 73},
{330, 228, 6129},
{331, 130, 8292},
{332, 301, 2430},
{333, 141, 9817},
{334, 94, 9559},
{335, 51, 2956},
{336, 164, 3694},
{337, 299, 6681},
{338, 180, 5840},
{339, 153, 2247},
{340, 121, 5689},
{341, 302, 3465},
{342, 177, 2489},
{343, 289, 7659},
{344, 43, 3926},
{345, 333, 3693},
{346, 315, 575},
{347, 303, 3615},
{348, 108, 4444},
{349, 226, 6115},
{350, 143, 8279},
{351, 177, 9942},
{352, 322, 124},
{353, 308, 8175},
{354, 271, 7622},
{355, 48, 4097},
{356, 346, 5203},
{357, 92, 1162},
{358, 289, 6914},
{359, 317, 3767},
{360, 75, 2696},
{361, 337, 4044},
{362, 226, 4480},
{363, 179, 3421},
{364, 172, 2056},
{365, 278, 9545},
{366, 38, 2758},
{367, 111, 1571},
{368, 360, 3460},
{369, 280, 1098},
{370, 126, 4799},
{371, 122, 7843},
{372, 162, 1931},
{373, 352, 6707},
{374, 253, 1868},
{375, 149, 9077},
{376, 163, 2214},
{377, 205, 2192},
{378, 252, 7060},
{379, 28, 8092},
{380, 195, 4490},
{381, 341, 3735},
{382, 64, 1569},
{383, 378, 8196},
{384, 243, 8710},
{385, 331, 8897},
{386, 325, 1788},
{387, 172, 1217},
{388, 108, 1487},
{389, 133, 7532},
{390, 266, 4335},
{391, 332, 9300},
{392, 329, 2697},
{393, 251, 3954},
{394, 251, 8798},
{395, 108, 1053},
{396, 168, 3196},
{397, 52, 6974},
{398, 188, 8575},
{399, 304, 9695},
{400, 352, 8580},
{401, 206, 172},
{402, 122, 4891},
{403, 39, 3613},
{404, 158, 5503},
{405, 14, 2490},
{406, 247, 3139},
{407, 83, 8261},
{408, 165, 7837},
{409, 146, 1705},
{410, 121, 3531},
{411, 268, 5751},
{412, 103, 7688},
{413, 349, 5620},
{414, 356, 628},
{415, 295, 4815},
{416, 336, 5090},
{417, 386, 6606},
{418, 412, 7885},
{419, 17, 6054},
{420, 80, 9983},
{421, 156, 7835},
{422, 307, 5326},
{423, 188, 441},
{424, 323, 4009},
{425, 371, 4057},
